Year,Units,Disaggregation,Region,GeoCode,Value
2011,%,,,,92.0
2016,%,,,,89.3
2016,%,Urban Coverage,,,93.5
2016,%,Rural Coverage,,,85.5
2011,%,Total Coverage,!Karas,1.0,97.8
2011,%,Total Coverage,Erongo,2.0,96.7
2011,%,Total Coverage,Hardap,3.0,97.1
2011,%,Total Coverage,Kavango East,4.0,78.0
2011,%,Total Coverage,Kavango West,5.0,78.0
2011,%,Total Coverage,Khomas,6.0,96.7
2011,%,Total Coverage,Kunene,7.0,90.3
2011,%,Total Coverage,Ohangwena,8.0,89.7
2011,%,Total Coverage,Omaheke,9.0,93.6
2011,%,Total Coverage,Omusati,10.0,92.0
2011,%,Total Coverage,Oshana,11.0,96.4
2011,%,Total Coverage,Oshikoto,12.0,91.5
2011,%,Total Coverage,Otjozondjupa,13.0,93.0
2011,%,Total Coverage,Zambezi,14.0,91.1
