Year,Units,Disaggregation,Region,GeoCode,Value
2011,%,Total,,,16.0
2011,%,Urban,,,27.2
2011,%,Rural,,,5.0
2011,%,Total,!Karas,1.0,26.0
2011,%,Total,Erongo,2.0,32.5
2011,%,Total,Hardap,3.0,24.7
2011,%,Total,Kavango East,4.0,4.3
2011,%,Total,Kavango West,5.0,4.3
2011,%,Total,Khomas,6.0,30.6
2011,%,Total,Kunene,7.0,8.7
2011,%,Total,Ohangwena,8.0,5.1
2011,%,Total,Omaheke,9.0,18.4
2011,%,Total,Omusati,10.0,1.1
2011,%,Total,Oshana,11.0,7.5
2011,%,Total,Oshikoto,12.0,4.8
2011,%,Total,Otjozondjupa,13.0,17.7
2011,%,Total,Zambezi,14.0,13.6
2016,%,Total,,,26.6
2016,%,Urban,,,39.7
2016,%,Rural,,,10.6
2016,%,Total,!Karas,1.0,25.2
2016,%,Total,Erongo,2.0,43.6
2016,%,Total,Hardap,3.0,52.8
2016,%,Total,Kavango East,4.0,46.7
2016,%,Total,Kavango West,5.0,13.7
2016,%,Total,Khomas,6.0,42.3
2016,%,Total,Kunene,7.0,22.6
2016,%,Total,Ohangwena,8.0,4.8
2016,%,Total,Omaheke,9.0,34.3
2016,%,Total,Omusati,10.0,3.0
2016,%,Total,Oshana,11.0,13.2
2016,%,Total,Oshikoto,12.0,10.5
2016,%,Total,Otjozondjupa,13.0,30.3
2016,%,Total,Zambezi,14.0,2.7
